file,issues,error
out/hardened/Metallic Endobronchial Stents A Contemporary R.json,ABSTRACT_MISSING,
out/hardened/Moderate sedation changes for bronchoscopy in 2017.json,ABSTRACT_MISSING,
out/hardened/Multi-disciplinary management of patients with.json,,
out/hardened/Multidetector CT evaluation of tracheobronchom.json,,
out/hardened/Multidisciplinarymanagementofadultpatientswith chylothorax.json,,
out/hardened/Multi‐institutional retrospective analysis of.json,,
out/hardened/Murgu Saftey of TIVA in rigid.json,,
out/hardened/NAVIGATE 24-Month Results.json,,
out/hardened/NEJM tracheostomy.json,,
out/hardened/Nd-YAG laser vs bronchoscopic electrocautery.json,ABSTRACT_MISSING,
out/hardened/NdYAG laser bronchoscopy A five year experienc.json,ABSTRACT_MISSING,
out/hardened/NdYAG_laser_therapy_in_lung_cancer_1994.json,ABSTRACT_MISSING,
out/hardened/Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.json,,
out/hardened/Occupational adverse effects and protective factors in bronchoscopy .json,,
out/hardened/Operating Room Fires.json,,
out/hardened/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,,
out/hardened/Ost-2014-Quality-adjusted survival following t.json,,
out/hardened/Ost-2018-Quality Gaps and Comparative Effectiv.json,,
out/hardened/Palliative Care and Interventional Pulmonology.json,ABSTRACT_MISSING,
out/hardened/Percutaneous Dilational Tracheostomy 2018.json,ABSTRACT_MISSING,
out/hardened/Percutaneous dilational tracheostomy.json,ABSTRACT_MISSING,
out/hardened/Percutaneous endoscopic gastrostomy. Indicatio.json,,
out/hardened/Percutaneous radiologic gastrostomy versus per.json,,
"out/hardened/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json",ABSTRACT_MISSING,
out/hardened/Physiologic Evaluation of the Patient With Lung Cancer.json,,
out/hardened/Pison-2021-Safety of denervation following tar.json,,
out/hardened/Pleural Cryobiopsy A Systematic Review and Met.json,,
out/hardened/Pleural Interventions in the Management of Hep.json,,
out/hardened/Pleural controversy  Closed needle pleural bio.json,,
out/hardened/Potentially fatal arrhythmia complicating endobronchial epinephrine.json,ABSTRACT_MISSING,
out/hardened/Preoperative endobronchial photodynamic therap.json,,
out/hardened/Proposals for revision of the M discriptor.json,,
out/hardened/Proposals for revisoin of residual tumor after resection.json,,
out/hardened/Prospective study to determine the volume of p.json,,
out/hardened/RCT  of Three Guided Bronchoscopic Approaches Pulmonary NodulesPRECISION-1 Study.json,,
out/hardened/RCT of EBUS with and without aspiration.json,,
out/hardened/ROSE during EBUS  for diagnosing lung cancer a randomized study.json,,
out/hardened/ROSE during EBUS for nodal staging in patients with lung cancer.json,ABSTRACT_MISSING,
"out/hardened/Radiation Principles, Protection, and Reporting.json",,
out/hardened/Rahman-2015-Effect of Opioids vs NSAIDs and La.json,,
out/hardened/Rahnemai-Azar-2014-Percutaneous endoscopic gas.json,,
out/hardened/Randomized Trial of Pleural Fluid Drainage Fre.json,,
out/hardened/Rashid-2017-Percutaneous tracheostomy_ a compr.json,,
out/hardened/Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization.json,ABSTRACT_MISSING,
out/hardened/Reichle-2000-[Argon plasma coagulation in bron.json,ABSTRACT_MISSING,
out/hardened/Relapsing polychondriti.json,,
out/hardened/Respiratory infections increase the r.json,,
out/hardened/Results of long-term follow-up of photodynamic.json,,
out/hardened/Richter-Schrag-2011-Risk factors and complicat.json,,
out/hardened/Rigid Bronchoscopy.json,,
out/hardened/Rigid bronchoscopy and silicone st.json,,
out/hardened/RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.json,ABSTRACT_MISSING,
out/hardened/Risks of and recommendations for flexible bronchoscopy in pregnancy.json,ABSTRACT_MISSING,
out/hardened/Roberts-2010-Management of a malignant pleural.json,ABSTRACT_MISSING,
out/hardened/Robot assisted bronchoscopy for pulmonary lesion diagnosis.json,,
out/hardened/Robotic bronchoscopy for pulmonary lesions a review of existing technologies and clinical data.json,,
out/hardened/Robotic bronchoscopy pilot and feasibility study (Benefit).json,ABSTRACT_MISSING,
out/hardened/Role of Montgomery T-tube stent for laryngotra.json,,
out/hardened/Role of Pathologic Single Nodal and Multple Nodal Desscriptions.json,ABSTRACT_MISSING,
out/hardened/Romagnoli-2019-Poor Concordance between Sequen2.json,,
out/hardened/Routine monitoring with pleural manometry duri.json,,
out/hardened/Ruigrok-2020-Digital versus analogue chest dra.json,,
out/hardened/SSRAB in the Diagnosis of PPLs.json,ABSTRACT_MISSING,
out/hardened/SSRAB vs DT ENB.json,ABSTRACT_MISSING,
out/hardened/STS Surgical Management of Oligometastatic NSCLC.json,,
out/hardened/Safety and Efficacy of a Fully Cov.json,,
out/hardened/Safety and effectiveness of microdebrider bron.json,,
out/hardened/Safety and efficacy of a novel transbronchial radiofrequency ablation system for lung tumours .json,,
out/hardened/Safety and feasibility of interventional pulmo.json,,
out/hardened/Safety of endoscopic gastrostomy tube placemen.json,,
out/hardened/Safety of flexible bronchoscopy in patients with  pulmonary hypertension.json,,
out/hardened/Saftey of rigid in bronch suite.json,,
out/hardened/Sanabria-2014-Which percutaneous tracheostomy.json,ABSTRACT_MISSING,
out/hardened/Sedation in Bronchoscopy.json,ABSTRACT_MISSING,
out/hardened/Selected Topics in Malignant Pleural Disease.json,,
out/hardened/Senitko-2019-Safety and Tolerability of Vacuum.json,,
out/hardened/Sensitivity and safety of ENB systematic review and meta-analysis.json,ABSTRACT_MISSING,
out/hardened/Shape-Sensing Robotic vs Tomo ENB.json,ABSTRACT_MISSING,
out/hardened/Shape-sensing robotic-assisted bronchoscopy in the diagnosis of pulmonary parenchymal lesions.json,ABSTRACT_MISSING,
out/hardened/Shi-2014-Outcome and safety of the Montgomery.json,,
out/hardened/Shojaee-2019-Indwelling Tunneled Pleural Cathe.json,,
out/hardened/Silvestri-2018-Assessment of Plasma Proteomics.json,,
out/hardened/Slebos-2018-Endobronchial Coils for Endoscopic.json,,
out/hardened/Spread Through Air Spaces.json,,
out/hardened/Standardizing education in interventional pulmonol.json,,
out/hardened/State of the Art IP.json,,
out/hardened/State-of-the-Art Modalities for Peripheral Lung Nodule Biopsy.json,ABSTRACT_MISSING,
out/hardened/Steinfort-2021-Bronchoscopic Thermal Vapour Ab.json,,
out/hardened/Study Design and Rationale ENB and ETN  ALL IN ONE Trial.json,,
out/hardened/Sullivan-2021-Earlier diagnosis of lung cancer (1).json,,
out/hardened/Survival in COPD patients treated with broncho.json,,
out/hardened/Target trial.json,ABSTRACT_MISSING,
out/hardened/Technical Aspects of EBUS  CHEST Guideline and Expert Panel Report.json,,
out/hardened/Technical aspects and outcomes of tracheobronc.json,ABSTRACT_MISSING,
out/hardened/Tedde-2011-A new technique for T-tube insertio.json,,
out/hardened/The Art of Rigid Bronchoscopy and Airway Stent.json,,
out/hardened/The Business of Bronchoscopy.json,,
out/hardened/The Business of IP.json,ABSTRACT_MISSING,
out/hardened/The Clinical and Economic Implications of pleural effusions.json,ABSTRACT_MISSING,
out/hardened/The Diagnosis and Management of Airway Complic.json,ABSTRACT_MISSING,
out/hardened/The Evolutional History of ENB State of the Art.json,ABSTRACT_MISSING,
out/hardened/The Impact of Gravity vs Suction-driven Therap.json,,
out/hardened/The Only Constant Is Change.json,ABSTRACT_MISSING,
out/hardened/The Proposed Ninth Edition TNM Classification of Lung Cancer.json,ABSTRACT_MISSING,
out/hardened/The Role of Clamping Before Removal of a Chest Tube .json,,
out/hardened/The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .json,,
out/hardened/The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program.json,ABSTRACT_MISSING,
out/hardened/The application of cryosurgery in the treatmen.json,,
out/hardened/The business of interventional pulmonology.json,ABSTRACT_MISSING,
out/hardened/The death of a healthy volunteer in a human research project  implications for.json,ABSTRACT_MISSING,
out/hardened/The efficiency of a clinical pathway forundiagnosed pleural effusions .json,,
out/hardened/The evolving role of medical thoracoscopy on therapeutic management of pleural disease.json,,
out/hardened/The heat is on impact of endobronchial electro.json,ABSTRACT_MISSING,
out/hardened/The relationship between chest tube size and c.json,,
out/hardened/The role of  elastography in the dx of med and hilar lymph.json,,
out/hardened/The role of bronchoscopy in the diagnosis of airway disease.json,,
out/hardened/The use of electrocautery as the primary ablat.json,,
out/hardened/The utility of bronchoscopy in immunocompromised patients.json,,
out/hardened/Therapeutic bronchoscopy for malignan.json,,
out/hardened/Thomas-2017-Effect of an Indwelling Pleural Ca.json,,
out/hardened/Towards an optimization of bronchoscopic approaches to the PPN.json,,
out/hardened/Tracheal stent buckling and in-stent stenosis.json,ABSTRACT_MISSING,
out/hardened/Tracheobronchomalacia and excessive dynamic ai.json,,
out/hardened/Tracheomalacia and tracheobronchomalacia in ch.json,ABSTRACT_MISSING,
out/hardened/Training in interventional pulmonology the European and US perspective.json,,
out/hardened/Tranexamic acid vs adrenaline for controlling iatrogenic bleeding during flexible bronchoscopy.json,ABSTRACT_MISSING,
out/hardened/Transbronchial Cryobiopsy for the Diagnosis of.json,,
out/hardened/Transbronchial Lung Cryobiopsy and Video-assis.json,,
out/hardened/Transbronchial cryobiopsy n ILD.json,ABSTRACT_MISSING,
out/hardened/Treatment of Pulmonary Carcinoid Tumors.json,ABSTRACT_MISSING,
out/hardened/Ultrasound-Guided Percutaneous Dilational Trac.json,,
out/hardened/Understanding the economic impact of introducing a new procedure.json,ABSTRACT_MISSING,
out/hardened/Unimodality and Multimodality Cryodebridement.json,,
out/hardened/Unlocking the potential of RAB.json,,
out/hardened/Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.json,,
out/hardened/Use of fibrinolytics and deoxyribonuclease in.json,ABSTRACT_MISSING,
out/hardened/Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exposure_A Retrospective Single-center Study.json,,
out/hardened/Utility of Elastography A Systematic Review and Meta-analysis.json,ABSTRACT_MISSING,
out/hardened/VERITAS.json,,
out/hardened/VR bronch.json,ABSTRACT_MISSING,
out/hardened/Validation Study for the N Descriptor.json,,
out/hardened/Valipour-2014-Expert statement_ pneumothorax a.json,,
out/hardened/Valipour-2020-Bronchial Rheoplasty for Treatme.json,,
out/hardened/Valipour-2020-Two-Year Outcomes for the Double.json,,
out/hardened/Value of Antibiotic Prophylaxis for Percutaneo.json,,
out/hardened/Value-Based Proposition for a Dedicated IP suite.json,ABSTRACT_MISSING,
out/hardened/Variable Learning Curve of Basic.json,,
out/hardened/Walker-2021-Ambulatory management of secondary.json,,
out/hardened/What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .json,,
out/hardened/Xie-2022-Microwave ablation via a flexible cat.json,,
out/hardened/Yuan-2016-Percutaneous endoscopic gastrostomy.json,,
out/hardened/Zhao-2015-Whole Lung Lavage Treatment of Chine.json,,
out/hardened/aabip_evidence_informed_guidelines_and_expert.json,,
out/hardened/advances in medical pleurodesis.json,,
out/hardened/cancers-15-01068.json,,
out/hardened/chest tube pandora box.json,,
out/hardened/chest tube practical.json,,
out/hardened/complications_of_bronchoscopy__a_concise_synopsis.json,,
out/hardened/cone_beam_ct_with_augmented_fluoroscopy_combined.json,,
out/hardened/editorial Nth edition.json,ABSTRACT_MISSING,
out/hardened/endoscopic_treatment_of_bronchial_carcinoids_i.json,,
out/hardened/fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.json,,
out/hardened/fistula Airway Covered Metallic Stent Based on Differe.json,,
out/hardened/fistula Airway ultraflex stenting in esophageal cancer.json,,
out/hardened/fistula Bronstein-2019-Management of air leaks post-su.json,,
out/hardened/fistula Debourdeau-2019-Endoscopic treatment of nonmal.json,,
out/hardened/fistula Fernandez-2016-Pleural gas analysis for the id.json,,
out/hardened/fistula Fiorelli-2018-Unidirectional endobronchial val.json,,
out/hardened/fistula Grewal-2019-Treatment of Tracheobronchial Inju.json,ABSTRACT_MISSING,
out/hardened/fistula Han-2018-Customized airway stenting for bronch.json,,
out/hardened/fistula Herth-2010-Combined airway and oesophageal ste.json,,
out/hardened/fistula Ke-2015-The treatment strategy for tracheoesop.json,,
out/hardened/fistula Kim-2020-Management of tracheo-oesophageal fis.json,,
out/hardened/fistula Lazarus-2017-Persistent air leaks_ a review wi.json,,
out/hardened/fistula Li-2016-Neoadjuvant therapy and risk of bronch.json,,
out/hardened/fistula Okuda-2017-Risk factor of bronchopleural fistu.json,,
out/hardened/fistula Schweigert-2019-[Interventional treatment of t.json,,
out/hardened/fistula Silon-2017-Endoscopic Management of Esophagore.json,,
out/hardened/fistula Youness-2018-Bronchoscopic advances in the man.json,,
out/hardened/gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).json,,
out/hardened/green-et-al-2021-overview-of-interventional-pulmonology-for-radiologists.json,ABSTRACT_MISSING,
out/hardened/incidence_and_outcomes_of_revision_bronchoscopies.11.json,,
out/hardened/klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.json,,
out/hardened/lessions learned valves.json,ABSTRACT_MISSING,
out/hardened/management-of-incidental-pulmonary-nodule-fleischner.json,ABSTRACT_MISSING,
out/hardened/medical thoracoscopy step by step.json,,
out/hardened/nd__yag_laser_therapy_in_lung_cancer__an_11_year.6.json,ABSTRACT_MISSING,
out/hardened/nebulized TXA review.json,,
out/hardened/normal_saline_versus_hypertonic_saline_for_airway.json,,
out/hardened/percutaneous_endoscopic_gastrostomy__a_practic.json,,
out/hardened/rapid_pleurodesis_in_patients_with_chronic.json,ABSTRACT_MISSING,
out/hardened/ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.json,,
out/hardened/safety_and_clinical_utility_of_flexible.3.json,,
out/hardened/surigicalLVR A randomized trial comparing lung-volume-reduc.json,,
out/hardened/surigicalLVR Consolidating LVRS After Endoscopic LVR Failur.json,ABSTRACT_MISSING,
out/hardened/surigicalLVR Decker-2014-Lung volume reduction surgery sinc.json,,
out/hardened/surigicalLVR Lung Volume Reduction Surgery on Extracorporea.json,ABSTRACT_MISSING,
out/hardened/surigicalLVR Rationale and design of The NETT Trial.json,"ABSTRACT_MISSING,AUTHORS_GROUP_ONLY",
out/hardened/tana-et-al-2025-airway-scairway-scaffolds-for-emphysema.json,,
out/hardened/the_impact_of_video_assisted_thoracoscopic_versus.4.json,,
out/hardened/transbronchial ablation Miller.json,,
out/hardened/transbronchial__ablation_NAVABLATE.json,ABSTRACT_MISSING,
out/hardened/update_on_airway_stents.json,,
